1001 47978
36 571 36.0
36 579 25.0
36 597 36.0
36 610 10.0
36 639 2.0
36 652 31.0
36 662 24.0
36 700 0.0
36 719 11.0
36 730 1.0
36 740 9.0
36 767 6.0
36 795 33.0
36 875 25.0
36 881 48.0
36 894 36.0
36 941 34.0
36 947 33.0
36 960 51.0
36 968 11.0
36 981 25.0
37 14 0.0
37 54 13.0
37 60 32.0
37 105 48.0
37 126 22.0
37 130 8.0
37 139 3.0
37 143 30.0
37 149 8.0
37 190 5.0
37 206 5.0
37 211 32.0
37 249 34.0
37 257 3.0
37 267 49.0
37 279 26.0
37 284 13.0
37 293 22.0
37 299 46.0
37 312 50.0
37 332 12.0
37 335 22.0
37 357 41.0
37 359 14.0
37 360 40.0
37 373 25.0
37 387 5.0
37 408 50.0
37 425 27.0
37 454 36.0
37 482 28.0
37 483 12.0
37 523 46.0
37 527 43.0
37 567 49.0
37 619 4.0
37 626 10.0
37 636 19.0
37 645 35.0
37 651 38.0
37 659 23.0
37 663 50.0
37 712 42.0
37 714 15.0
37 721 16.0
37 723 20.0
37 736 54.0
37 757 23.0
37 764 37.0
37 787 49.0
37 814 32.0
37 911 28.0
37 915 19.0
37 922 21.0
37 986 25.0
38 74 37.0
38 101 42.0
38 121 31.0
38 129 23.0
38 164 23.0
38 196 27.0
38 215 45.0
38 222 24.0
38 234 47.0
38 235 35.0
38 250 7.0
38 258 29.0
38 283 8.0
38 294 20.0
38 301 11.0
38 336 21.0
38 348 0.0
38 393 21.0
38 436 22.0
38 446 46.0
38 474 16.0
38 482 36.0
38 490 20.0
38 515 37.0
38 523 44.0
38 524 21.0
38 536 44.0
38 542 16.0
38 559 12.0
38 563 45.0
38 593 28.0
38 616 6.0
38 630 4.0
38 667 10.0
38 701 31.0
38 702 11.0
38 736 57.0
38 766 48.0
38 767 20.0
38 769 25.0
38 771 35.0
38 777 56.0
38 790 46.0
38 815 4.0
38 861 15.0
38 895 45.0
38 896 42.0
38 959 13.0
38 960 33.0
39 10 44.0
39 12 40.0
39 17 36.0
39 22 3.0
39 31 0.0
39 34 43.0
39 53 52.0
39 58 41.0
39 73 52.0
39 98 5.0
39 107 41.0
39 124 21.0
39 128 3.0
39 138 12.0
39 147 28.0
39 157 55.0
39 166 31.0
39 249 23.0
39 268 24.0
39 311 30.0
39 320 54.0
39 324 20.0
39 344 16.0
39 377 18.0
39 384 18.0
39 401 51.0
39 407 47.0
39 411 32.0
39 447 56.0
39 461 40.0
39 469 31.0
39 494 3.0
39 503 40.0
39 518 61.0
39 524 13.0
39 533 18.0
39 535 30.0
39 563 39.0
39 597 9.0
39 622 15.0
39 652 53.0
39 695 37.0
39 733 58.0
39 740 38.0
39 758 28.0
39 784 17.0
39 805 57.0
39 868 53.0
39 889 35.0
39 898 32.0
39 918 54.0
39 921 39.0
39 957 26.0
39 962 51.0
40 34 47.0
40 52 40.0
40 69 19.0
40 121 43.0
40 221 42.0
40 230 11.0
40 231 22.0
40 287 0.0
40 304 15.0
40 306 0.0
40 323 5.0
40 333 38.0
40 358 37.0
40 375 4.0
40 385 24.0
40 397 39.0
40 426 18.0
40 470 52.0
40 535 22.0
40 538 4.0
40 589 13.0
40 604 9.0
40 612 43.0
40 614 25.0
40 634 19.0
40 647 23.0
40 675 36.0
40 677 9.0
40 678 23.0
40 771 28.0
40 783 36.0
40 793 47.0
40 796 19.0
40 801 41.0
40 807 14.0
40 817 18.0
40 843 10.0
40 848 17.0
40 883 58.0
40 902 37.0
40 917 10.0
40 928 34.0
40 941 9.0
40 964 41.0
40 976 17.0
41 1 50.0
41 57 9.0
41 62 11.0
41 77 1.0
41 102 52.0
41 126 9.0
41 142 52.0
41 148 5.0
41 169 32.0
41 170 35.0
41 186 2.0
41 200 3.0
41 213 32.0
41 231 51.0
41 328 0.0
41 367 8.0
41 369 36.0
41 381 40.0
41 390 52.0
41 396 14.0
41 471 20.0
41 502 31.0
41 503 15.0
41 511 44.0
41 512 19.0
41 526 19.0
41 565 34.0
41 585 36.0
41 590 31.0
41 595 25.0
41 598 33.0
41 608 42.0
41 621 11.0
41 669 28.0
41 681 6.0
41 687 45.0
41 688 40.0
41 705 16.0
41 709 49.0
41 724 5.0
41 726 39.0
41 730 12.0
41 732 18.0
41 750 25.0
41 795 51.0
41 798 20.0
41 808 52.0
41 890 42.0
41 891 36.0
41 902 34.0
41 904 31.0
41 918 33.0
41 929 17.0
41 986 19.0
41 988 38.0
42 20 48.0
42 22 25.0
42 48 0.0
42 60 43.0
42 67 17.0
42 87 47.0
42 90 39.0
42 105 31.0
42 111 22.0
42 151 24.0
42 160 0.0
42 164 35.0
42 179 19.0
42 192 37.0
42 210 12.0
42 228 19.0
42 247 2.0
42 254 17.0
42 256 3.0
42 282 24.0
42 292 18.0
42 311 25.0
42 316 9.0
42 331 3.0
42 361 22.0
42 374 45.0
42 383 49.0
42 392 24.0
42 408 23.0
42 427 7.0
42 448 44.0
42 476 36.0
42 485 32.0
42 530 0.0
42 544 33.0
42 560 37.0
42 572 40.0
42 584 48.0
42 596 27.0
42 625 48.0
42 643 23.0
42 668 20.0
42 696 38.0
42 706 9.0
42 717 1.0
42 733 27.0
42 737 31.0
42 743 51.0
42 757 18.0
42 759 36.0
42 768 4.0
42 769 11.0
42 783 28.0
42 823 22.0
42 842 40.0
42 881 16.0
42 919 40.0
42 928 24.0
42 936 24.0
42 960 51.0
42 970 47.0
43 1 9.0
43 52 5.0
43 53 25.0
43 73 40.0
43 100 41.0
43 119 30.0
43 146 25.0
43 154 2.0
43 189 5.0
43 195 1.0
43 224 3.0
43 245 6.0
43 261 40.0
43 262 47.0
43 289 43.0
43 325 20.0
43 340 40.0
43 349 13.0
43 403 40.0
43 420 14.0
43 455 43.0
43 476 47.0
43 478 0.0
43 498 39.0
43 507 51.0
43 520 13.0
43 538 44.0
43 589 27.0
43 616 33.0
43 618 12.0
43 627 17.0
43 661 37.0
43 663 28.0
43 672 54.0
43 715 57.0
43 776 42.0
43 787 44.0
43 839 18.0
43 847 29.0
43 864 34.0
43 888 7.0
43 939 50.0
43 942 31.0
43 947 23.0
43 957 7.0
43 977 26.0
43 982 6.0
43 988 52.0
43 993 25.0
44 39 17.0
44 66 16.0
44 71 26.0
44 82 29.0
44 86 0.0
44 97 19.0
44 107 39.0
44 111 44.0
44 116 6.0
44 158 21.0
44 166 33.0
44 180 34.0
44 216 43.0
44 224 44.0
44 245 23.0
44 252 0.0
44 254 18.0
44 283 45.0
44 310 15.0
44 355 13.0
44 359 40.0
44 367 20.0
44 378 6.0
44 430 5.0
44 432 27.0
44 446 19.0
44 504 46.0
44 510 5.0
44 512 42.0
44 520 7.0
44 534 36.0
44 542 25.0
44 601 8.0
44 609 43.0
44 615 15.0
44 628 46.0
44 634 36.0
44 647 47.0
44 662 14.0
44 677 2.0
44 711 14.0
44 715 20.0
44 749 21.0
44 766 41.0
44 779 6.0
44 791 9.0
44 794 8.0
44 798 38.0
44 799 16.0
44 807 21.0
44 860 41.0
44 872 42.0
44 914 20.0
44 917 43.0
44 923 7.0
44 928 54.0
44 992 37.0
45 18 34.0
45 46 3.0
45 75 28.0
45 79 10.0
45 96 22.0
45 109 7.0
45 114 6.0
45 116 30.0
45 118 7.0
45 133 30.0
45 135 49.0
45 154 29.0
45 214 1.0
45 227 8.0
45 243 49.0
45 284 32.0
45 310 3.0
45 318 20.0
45 320 50.0
45 333 7.0
45 343 51.0
45 344 43.0
45 381 38.0
45 395 47.0
45 404 0.0
45 414 25.0
45 417 19.0
45 540 40.0
45 554 48.0
45 560 54.0
45 570 9.0
45 571 14.0
45 609 14.0
45 615 55.0
45 620 56.0
45 624 36.0
45 640 23.0
45 641 56.0
45 686 59.0
45 788 56.0
45 830 8.0
45 895 39.0
45 896 49.0
45 905 24.0
45 909 55.0
45 934 12.0
45 941 10.0
45 965 54.0
45 999 27.0
46 24 37.0
46 25 5.0
46 82 0.0
46 100 23.0
46 102 24.0
46 110 29.0
46 168 7.0
46 175 40.0
46 231 6.0
46 236 40.0
46 259 0.0
46 263 35.0
46 270 28.0
46 275 36.0
46 278 44.0
46 323 53.0
46 332 23.0
46 393 27.0
46 403 10.0
46 426 48.0
46 447 28.0
46 478 45.0
46 479 23.0
46 503 4.0
46 513 32.0
46 577 37.0
46 636 53.0
46 704 25.0
46 712 15.0
46 713 34.0
46 727 33.0
46 739 31.0
46 758 20.0
46 771 50.0
46 807 51.0
46 808 10.0
46 839 8.0
46 907 43.0
46 908 25.0
46 945 24.0
46 950 41.0
46 992 52.0
47 16 5.0
47 27 26.0
47 104 45.0
47 121 49.0
47 126 44.0
47 144 28.0
47 146 34.0
47 214 45.0
47 236 34.0
47 237 0.0
47 252 50.0
47 253 48.0
47 256 30.0
47 292 22.0
47 311 45.0
47 313 27.0
47 333 21.0
47 353 24.0
47 367 19.0
47 393 33.0
47 431 3.0
47 468 40.0
47 480 56.0
47 482 28.0
47 484 16.0
47 516 25.0
47 524 8.0
47 547 33.0
47 561 57.0
47 570 23.0
47 581 38.0
47 587 38.0
47 628 39.0
47 660 51.0
47 664 50.0
47 670 8.0
47 689 31.0
47 713 25.0
47 730 55.0
47 733 19.0
47 738 38.0
47 739 55.0
47 749 26.0
47 770 20.0
47 773 48.0
47 777 25.0
47 794 28.0
47 820 10.0
47 833 22.0
47 840 45.0
47 866 10.0
47 883 53.0
47 898 29.0
47 930 39.0
47 947 59.0
47 951 41.0
47 971 51.0
47 980 25.0
47 981 51.0
48 58 49.0
48 62 24.0
48 135 43.0
48 144 10.0
48 152 45.0
48 162 37.0
48 176 38.0
48 203 30.0
48 224 20.0
48 229 28.0
48 233 39.0
48 240 45.0
48 243 37.0
48 297 22.0
48 320 13.0
48 359 4.0
48 360 17.0
48 376 44.0
48 386 15.0
48 433 51.0
48 448 9.0
48 452 41.0
48 459 23.0
48 481 1.0
48 484 48.0
48 489 46.0
48 490 22.0
48 496 22.0
48 516 44.0
48 534 16.0
48 541 14.0
48 550 42.0
48 554 37.0
48 569 37.0
48 572 40.0
48 581 23.0
48 611 25.0
48 620 24.0
48 666 29.0
48 688 11.0
48 716 44.0
48 790 38.0
48 823 30.0
48 849 54.0
48 871 29.0
48 874 23.0
48 927 45.0
48 957 37.0
48 958 29.0
48 960 46.0
48 986 44.0
48 994 57.0
49 10 39.0
49 19 22.0
49 61 3.0
49 69 30.0
49 73 24.0
49 89 50.0
49 90 19.0
49 96 25.0
49 99 17.0
49 130 21.0
49 141 20.0
49 160 24.0
49 163 22.0
49 186 25.0
49 198 41.0
49 207 39.0
49 211 36.0
49 221 27.0
49 228 31.0
49 230 28.0
49 239 7.0
49 260 39.0
49 309 40.0
49 323 46.0
49 324 13.0
49 341 43.0
49 343 13.0
49 373 11.0
49 407 28.0
49 419 3.0
49 435 1.0
49 447 45.0
49 491 26.0
49 513 0.0
49 523 20.0
49 525 9.0
49 528 39.0
49 561 57.0
49 595 42.0
49 600 24.0
49 608 31.0
49 643 38.0
49 677 42.0
49 800 47.0
49 835 15.0
49 841 32.0
49 851 50.0
49 866 14.0
49 876 9.0
49 877 44.0
49 908 44.0
49 944 34.0
49 948 53.0
49 949 33.0
49 950 32.0
49 963 25.0
49 982 35.0
49 996 30.0
50 43 33.0
50 75 18.0
50 91 32.0
50 132 37.0
50 153 35.0
50 167 1.0
50 180 0.0
50 192 33.0
50 245 15.0
50 267 25.0
50 280 46.0
50 292 46.0
50 314 5.0
50 319 39.0
50 323 10.0
50 328 32.0
50 350 24.0
50 355 33.0
50 391 35.0
50 392 25.0
50 407 8.0
50 412 22.0
50 429 8.0
50 463 44.0
50 464 8.0
50 479 19.0
50 489 22.0
50 495 21.0
50 496 30.0
50 540 36.0
50 543 12.0
50 563 52.0
50 567 22.0
50 596 2.0
50 613 32.0
50 628 3.0
50 640 15.0
50 654 5.0
50 689 23.0
50 700 54.0
50 704 45.0
50 728 46.0
50 746 8.0
50 754 17.0
50 760 54.0
50 779 52.0
50 809 12.0
50 825 5.0
50 855 26.0
50 864 44.0
50 868 5.0
50 994 36.0
51 38 4.0
51 118 0.0
51 131 29.0
51 133 25.0
51 177 27.0
51 185 11.0
51 190 40.0
51 203 19.0
51 206 27.0
51 251 39.0
51 261 24.0
51 270 0.0
51 285 34.0
51 309 22.0
51 322 29.0
51 368 33.0
51 377 13.0
51 507 44.0
51 568 39.0
51 622 48.0
51 648 43.0
51 651 42.0
51 655 5.0
51 689 46.0
51 726 0.0
51 729 27.0
51 734 25.0
51 741 22.0
51 747 15.0
51 788 15.0
51 792 28.0
51 802 19.0
51 817 43.0
51 845 9.0
51 876 9.0
51 914 29.0
51 934 31.0
51 974 47.0
51 978 49.0
51 979 54.0
51 981 2.0
51 992 20.0
52 11 34.0
52 38 40.0
52 69 19.0
52 71 1.0
52 73 31.0
52 96 23.0
52 112 16.0
52 127 28.0
52 163 45.0
52 173 5.0
52 175 21.0
52 223 44.0
52 227 4.0
52 238 37.0
52 241 31.0
52 252 19.0
52 263 52.0
52 280 33.0
52 285 5.0
52 293 35.0
52 310 15.0
52 326 29.0
52 372 26.0
52 397 0.0
52 430 46.0
52 433 52.0
52 446 9.0
52 509 43.0
52 516 9.0
52 519 9.0
52 539 15.0
52 544 48.0
52 574 2.0
52 583 24.0
52 638 18.0
52 726 21.0
52 741 6.0
52 769 8.0
52 781 11.0
52 788 23.0
52 803 22.0
52 879 29.0
52 890 41.0
52 894 21.0
52 899 3.0
52 904 36.0
52 938 6.0
52 944 13.0
52 950 52.0
52 988 11.0
52 996 24.0
53 20 48.0
53 26 32.0
53 38 0.0
53 123 15.0
53 144 17.0
53 156 16.0
53 190 15.0
53 192 38.0
53 222 32.0
53 230 51.0
53 249 54.0
53 269 33.0
53 285 45.0
53 298 46.0
53 337 36.0
53 342 26.0
53 391 27.0
53 413 15.0
53 414 41.0
53 446 32.0
53 449 27.0
53 453 23.0
53 455 1.0
53 466 26.0
53 469 14.0
53 476 6.0
53 482 47.0
53 512 47.0
53 529 51.0
53 532 8.0
53 536 52.0
53 537 30.0
53 582 28.0
53 596 0.0
53 651 14.0
53 659 18.0
53 676 18.0
53 701 4.0
53 704 36.0
53 764 9.0
53 775 40.0
53 794 33.0
53 856 29.0
53 868 15.0
53 876 19.0
53 880 14.0
53 883 52.0
53 902 38.0
53 929 54.0
53 958 27.0
53 967 40.0
53 990 44.0
53 991 22.0
53 994 51.0
54 33 26.0
54 39 42.0
54 56 2.0
54 71 4.0
54 74 48.0
54 106 15.0
54 113 41.0
54 122 25.0
54 130 41.0
54 142 29.0
54 172 42.0
54 185 26.0
54 210 25.0
54 214 38.0
54 220 47.0
54 241 27.0
54 280 42.0
54 293 28.0
54 310 12.0
54 311 30.0
54 316 0.0
54 372 5.0
54 387 5.0
54 390 23.0
54 422 0.0
54 428 35.0
54 459 50.0
54 521 18.0
54 523 34.0
54 543 10.0
54 545 48.0
54 586 1.0
54 591 22.0
54 611 18.0
54 616 19.0
54 619 19.0
54 636 19.0
54 692 36.0
54 712 9.0
54 723 14.0
54 783 25.0
54 789 6.0
54 871 29.0
54 877 41.0
54 914 0.0
54 922 16.0
54 934 10.0
54 938 42.0
55 3 7.0
55 12 36.0
55 56 0.0
55 65 8.0
55 123 27.0
55 139 0.0
55 144 17.0
55 151 34.0
55 184 7.0
55 271 44.0
55 288 39.0
55 291 39.0
55 293 38.0
55 332 38.0
55 343 38.0
55 385 0.0
55 402 30.0
55 408 14.0
55 413 50.0
55 439 9.0
55 460 16.0
55 461 6.0
55 480 11.0
55 481 7.0
55 486 19.0
55 520 2.0
55 537 3.0
55 559 15.0
55 615 7.0
55 639 2.0
55 689 26.0
55 703 25.0
55 728 20.0
55 729 38.0
55 739 22.0
55 806 44.0
55 827 19.0
55 831 46.0
55 845 45.0
55 849 14.0
55 883 16.0
55 885 45.0
55 894 27.0
55 903 3.0
55 904 42.0
55 945 48.0
55 963 36.0
55 977 49.0
55 980 38.0
56 62 7.0
56 69 28.0
56 85 15.0
56 97 8.0
56 125 33.0
56 127 9.0
56 148 4.0
56 161 29.0
56 213 11.0
56 240 14.0
56 275 20.0
56 289 4.0
56 345 1.0
56 380 45.0
56 382 44.0
56 414 39.0
56 431 29.0
56 433 19.0
56 441 3.0
56 487 16.0
56 497 15.0
56 554 18.0
56 558 2.0
56 578 43.0
56 607 4.0
56 617 1.0
56 654 19.0
56 655 39.0
56 669 16.0
56 683 17.0
56 689 23.0
56 695 38.0
56 696 26.0
56 705 4.0
56 712 26.0
56 723 21.0
56 727 5.0
56 752 42.0
56 788 53.0
56 807 5.0
56 815 37.0
56 849 12.0
56 869 48.0
56 930 40.0
56 931 31.0
56 934 24.0
56 939 47.0
56 943 16.0
56 945 14.0
56 958 3.0
56 968 20.0
56 994 45.0
57 3 2.0
57 26 6.0
57 30 42.0
57 46 48.0
57 88 4.0
57 132 42.0
57 137 45.0
57 207 14.0
57 208 37.0
57 263 29.0
57 264 30.0
57 271 8.0
57 297 32.0
57 321 28.0
57 339 36.0
57 361 48.0
57 374 16.0
57 386 9.0
57 389 25.0
57 398 31.0
57 461 13.0
57 484 23.0
57 503 6.0
57 511 33.0
57 523 0.0
57 564 16.0
57 584 36.0
57 606 28.0
57 609 49.0
57 620 46.0
57 674 47.0
57 678 25.0
57 688 21.0
57 747 54.0
57 751 47.0
57 789 45.0
57 791 4.0
57 813 43.0
57 863 27.0
57 906 12.0
57 924 27.0
57 945 16.0
57 965 39.0
57 969 8.0
58 35 36.0
58 48 0.0
58 57 32.0
58 64 26.0
58 76 24.0
58 103 1.0
58 112 21.0
58 113 43.0
58 116 16.0
58 125 44.0
58 127 44.0
58 130 46.0
58 182 0.0
58 190 44.0
58 200 39.0
58 210 0.0
58 215 1.0
58 236 6.0
58 256 17.0
58 291 6.0
58 303 47.0
58 308 19.0
58 315 13.0
58 328 37.0
58 362 17.0
58 387 25.0
58 390 24.0
58 396 39.0
58 402 48.0
58 476 20.0
58 499 48.0
58 551 13.0
58 588 35.0
58 611 11.0
58 656 32.0
58 690 16.0
58 704 15.0
58 715 34.0
58 730 48.0
58 772 35.0
58 795 59.0
58 827 21.0
58 856 3.0
58 864 40.0
58 869 20.0
58 912 40.0
58 913 8.0
58 927 39.0
58 930 25.0
58 952 14.0
59 17 50.0
59 29 43.0
59 33 50.0
59 38 21.0
59 68 54.0
59 107 56.0
59 121 53.0
59 142 3.0
59 157 45.0
59 158 33.0
59 240 12.0
59 255 6.0
59 256 2.0
59 263 6.0
59 308 25.0
59 320 18.0
59 339 7.0
59 349 5.0
59 357 20.0
59 402 4.0
59 408 23.0
59 476 34.0
59 498 32.0
59 524 12.0
59 535 58.0
59 536 17.0
59 553 51.0
59 590 52.0
59 592 38.0
59 594 49.0
59 595 16.0
59 610 11.0
59 620 10.0
59 622 31.0
59 630 20.0
59 646 40.0
59 652 60.0
59 664 5.0
59 692 35.0
59 743 39.0
59 771 34.0
59 785 48.0
59 805 26.0
59 826 11.0
59 831 30.0
59 865 26.0
59 883 30.0
59 893 23.0
59 942 11.0
59 945 54.0
59 951 14.0
59 953 31.0
59 977 14.0
59 978 19.0
60 59 11.0
60 104 4.0
60 139 32.0
60 175 43.0
60 210 4.0
60 269 5.0
60 315 36.0
60 319 31.0
60 326 5.0
60 356 27.0
60 375 3.0
60 404 7.0
60 414 2.0
60 415 0.0
60 464 23.0
60 487 4.0
60 505 12.0
60 555 4.0
60 561 30.0
60 600 26.0
60 602 24.0
60 724 43.0
60 738 3.0
60 742 40.0
60 749 7.0
60 772 5.0
60 775 51.0
60 784 7.0
60 805 18.0
60 814 6.0
60 815 12.0
60 821 46.0
60 846 20.0
60 865 27.0
60 869 46.0
60 878 46.0
60 894 35.0
60 948 41.0
60 986 55.0
61 10 27.0
61 12 49.0
61 45 33.0
61 55 17.0
61 104 45.0
61 121 25.0
61 162 23.0
61 187 39.0
61 201 31.0
61 209 33.0
61 231 37.0
61 233 8.0
61 246 47.0
61 256 33.0
61 268 18.0
61 280 0.0
61 286 41.0
61 305 12.0
61 313 23.0
61 340 45.0
61 350 39.0
61 377 31.0
61 402 7.0
61 421 47.0
61 441 28.0
61 443 37.0
61 466 15.0
61 471 45.0
61 473 45.0
61 492 46.0
61 504 17.0
61 511 30.0
61 534 27.0
61 537 24.0
61 549 28.0
61 557 4.0
61 567 49.0
61 606 27.0
61 616 11.0
61 627 9.0
61 631 29.0
61 640 30.0
61 663 31.0
61 697 0.0
61 715 52.0
61 722 7.0
61 743 18.0
61 746 14.0
61 773 8.0
61 779 14.0
61 806 50.0
61 811 7.0
61 824 13.0
61 836 23.0
61 862 21.0
61 868 12.0
61 872 52.0
61 876 21.0
61 881 58.0
61 904 62.0
61 914 14.0
61 968 44.0
61 985 51.0
62 3 47.0
62 9 28.0
62 14 46.0
62 34 8.0
62 36 21.0
62 44 13.0
62 100 47.0
62 113 27.0
62 127 16.0
62 138 28.0
62 146 17.0
62 167 29.0
62 169 40.0
62 174 41.0
62 191 41.0
62 227 0.0
62 253 11.0
62 261 51.0
62 263 5.0
62 299 36.0
62 354 21.0
62 386 3.0
62 441 17.0
62 487 41.0
62 491 1.0
62 495 24.0
62 516 19.0
62 526 13.0
62 548 32.0
62 608 42.0
62 609 53.0
62 627 23.0
62 668 34.0
62 686 29.0
62 708 15.0
62 712 13.0
62 716 36.0
62 722 25.0
62 724 3.0
62 741 22.0
62 778 4.0
62 844 21.0
62 881 33.0
62 886 30.0
62 921 34.0
62 940 44.0
62 946 15.0
62 963 38.0
62 969 57.0
62 971 37.0
62 972 46.0
62 1000 26.0
63 4 32.0
63 25 5.0
63 60 9.0
63 82 32.0
63 101 2.0
63 114 34.0
63 122 15.0
63 132 13.0
63 134 18.0
63 150 44.0
63 161 26.0
63 192 34.0
63 202 0.0
63 215 17.0
63 222 41.0
63 225 0.0
63 238 37.0
63 256 6.0
63 265 39.0
63 283 4.0
63 286 18.0
63 298 9.0
63 332 42.0
63 342 50.0
63 353 50.0
63 358 51.0
63 369 50.0
63 389 8.0
63 406 11.0
63 410 17.0
63 421 34.0
63 427 5.0
63 483 48.0
63 488 34.0
63 527 25.0
63 545 22.0
63 585 15.0
63 617 47.0
63 626 34.0
63 627 38.0
63 640 11.0
63 669 50.0
63 715 39.0
63 717 40.0
63 724 51.0
63 739 60.0
63 744 19.0
63 750 40.0
63 751 37.0
63 754 47.0
63 777 41.0
63 792 22.0
63 798 17.0
63 800 34.0
63 869 41.0
63 882 54.0
63 892 14.0
63 916 20.0
63 941 16.0
64 24 10.0
64 32 46.0
64 47 10.0
64 60 29.0
64 65 44.0
64 79 6.0
64 81 4.0
64 89 36.0
64 123 37.0
64 139 5.0
64 147 7.0
64 193 5.0
64 201 39.0
64 228 2.0
64 267 18.0
64 270 15.0
64 291 26.0
64 294 22.0
64 314 6.0
64 356 32.0
64 359 24.0
64 362 7.0
64 364 4.0
64 458 23.0
64 460 49.0
64 474 32.0
64 509 41.0
64 510 0.0
64 523 42.0
64 537 1.0
64 542 43.0
64 558 32.0
64 566 54.0
64 567 6.0
64 586 0.0
64 624 37.0
64 628 19.0
64 652 41.0
64 673 51.0
64 739 15.0
64 750 32.0
64 752 23.0
64 758 42.0
64 803 55.0
64 840 12.0
64 895 59.0
64 913 35.0
64 942 33.0
64 976 51.0
64 982 46.0
64 984 34.0
65 6 32.0
65 28 51.0
65 49 6.0
65 64 2.0
65 69 10.0
65 126 48.0
65 136 43.0
65 142 39.0
65 154 51.0
65 162 36.0
65 164 12.0
65 183 44.0
65 188 26.0
65 227 45.0
65 258 49.0
65 266 12.0
65 283 5.0
65 321 8.0
65 326 12.0
65 329 37.0
65 330 25.0
65 338 22.0
65 358 30.0
65 363 0.0
65 367 29.0
65 386 49.0
65 407 7.0
65 452 1.0
65 488 26.0
65 558 15.0
65 563 39.0
65 567 55.0
65 578 49.0
65 599 22.0
65 632 57.0
65 644 20.0
65 651 49.0
65 680 20.0
65 712 27.0
65 717 24.0
65 751 26.0
65 755 33.0
65 790 41.0
65 799 20.0
65 840 57.0
65 867 22.0
65 900 31.0
65 944 13.0
65 959 40.0
65 969 37.0
65 972 25.0
65 975 21.0
66 7 8.0
66 9 15.0
66 42 53.0
66 52 14.0
66 79 2.0
66 164 17.0
66 190 18.0
66 193 23.0
66 210 44.0
66 211 29.0
66 215 0.0
66 216 10.0
66 253 27.0
66 271 28.0
66 287 28.0
66 298 17.0
66 367 20.0
66 378 8.0
66 385 55.0
66 419 7.0
66 471 35.0
66 487 4.0
66 509 16.0
66 531 7.0
66 535 56.0
66 605 41.0
66 629 54.0
66 714 54.0
66 738 27.0
66 748 40.0
66 766 18.0
66 796 49.0
66 816 31.0
66 819 12.0
66 836 35.0
66 848 44.0
66 871 52.0
66 875 7.0
66 879 54.0
66 898 21.0
66 929 60.0
66 933 16.0
66 946 41.0
66 963 42.0
66 978 9.0
67 3 21.0
67 38 12.0
67 59 24.0
67 104 3.0
67 120 8.0
67 162 20.0
67 196 24.0
67 266 45.0
67 274 29.0
67 275 0.0
67 284 1.0
67 286 2.0
67 292 24.0
67 297 48.0
67 370 26.0
67 382 0.0
67 388 10.0
67 397 28.0
67 399 10.0
67 402 50.0
67 423 11.0
67 424 53.0
67 442 24.0
67 448 45.0
67 500 57.0
67 509 31.0
67 547 36.0
67 574 9.0
67 670 15.0
67 688 10.0
67 704 38.0
67 718 1.0
67 739 31.0
67 742 19.0
67 753 41.0
67 760 52.0
67 764 35.0
67 778 31.0
67 785 21.0
67 793 43.0
67 846 9.0
67 849 41.0
67 869 41.0
67 871 42.0
67 872 59.0
67 892 29.0
67 956 48.0
68 34 38.0
68 103 2.0
68 122 37.0
68 131 31.0
68 138 40.0
68 150 13.0
68 157 8.0
68 174 16.0
68 188 47.0
68 191 43.0
68 200 18.0
68 220 49.0
68 255 14.0
68 279 42.0
68 300 26.0
68 352 38.0
68 377 22.0
68 392 41.0
68 402 38.0
68 447 52.0
68 449 36.0
68 480 8.0
68 483 25.0
68 494 34.0
68 529 37.0
68 547 30.0
68 570 47.0
68 618 4.0
68 622 3.0
68 626 23.0
68 632 14.0
68 638 9.0
68 653 52.0
68 657 49.0
68 672 25.0
68 702 52.0
68 704 5.0
68 710 0.0
68 717 29.0
68 729 42.0
68 733 51.0
68 739 22.0
68 760 39.0
68 767 36.0
68 784 16.0
68 797 2.0
68 801 28.0
68 806 9.0
68 810 56.0
68 812 30.0
68 859 57.0
68 870 25.0
68 871 47.0
68 884 55.0
68 891 19.0
68 954 19.0
68 975 36.0
68 991 13.0
69 2 37.0
69 10 22.0
69 73 3.0
69 75 53.0
69 92 10.0
69 95 7.0
69 175 0.0
69 210 49.0
69 217 29.0
69 256 38.0
69 260 16.0
69 308 44.0
69 309 33.0
69 312 31.0
69 313 2.0
69 324 47.0
69 335 40.0
69 340 21.0
69 343 33.0
69 346 38.0
69 357 48.0
69 361 35.0
69 404 9.0
69 420 21.0
69 423 25.0
69 435 22.0
69 438 14.0
69 439 39.0
69 469 8.0
69 476 33.0
69 477 51.0
69 481 24.0
69 519 13.0
69 555 17.0
69 566 26.0
69 624 39.0
69 637 48.0
69 646 30.0
69 670 28.0
69 692 29.0
69 699 30.0
69 702 61.0
69 726 18.0
69 761 42.0
69 784 30.0
69 785 46.0
69 786 35.0
69 798 34.0
69 807 22.0
69 855 28.0
69 858 24.0
69 881 41.0
69 885 52.0
69 899 60.0
69 948 47.0
70 9 36.0
70 11 40.0
70 22 1.0
70 39 14.0
70 60 31.0
70 78 27.0
70 80 28.0
70 105 14.0
70 118 43.0
70 165 20.0
70 169 7.0
70 187 45.0
70 193 14.0
70 208 3.0
70 220 0.0
70 275 11.0
70 323 34.0
70 337 22.0
70 344 35.0
70 363 10.0
70 422 21.0
70 430 49.0
70 439 4.0
70 446 11.0
70 449 36.0
70 467 41.0
